title,rating,acidity_structure,aftertaste,aroma,body,flavor,with_milk,agtron,blind_assessment,bottom_line,coffee_origin,est_price,notes,review_date,roast_level,roaster,roaster_location,url
Organic Ethiopian Natural Process,92,,8,9,8,9,,56/72,"Complex, gently pungent, lively. Floral honey, roasted cacao nib, hints of bourbon whisky and blueberry in aroma and cup. Deep, rounded acidity; lightly syrupy mouthfeel. The cacao nib and a hint of honeyish flowers carry into a quietly resonant finish. ",,"Gedeo Zone, Yirgacheffe growing region, southern Ethiopia.",$15.75/12 ounces,"This coffee is certified organically grown and Fair Trade certified, meaning it was purchased from small-holding farmers at a ""fair"" or economically sustainable price. It is a dry-processed or ""natural"" coffee, meaning the beans were dried inside the fruit rather than after the fruit has been removed, as is the case with wet-processed or ""washed"" coffees. Banko, established in 2012, is one of twenty-three primary cooperatives located in the Gedeo Zone of Southern Ethiopia that are organized as the Yirgacheffe Farmers Union. Wonderstate Coffee, formerly Kickapoo Coffee, is an award-winning roaster based in rural Wisconsin known for their commitment to guaranteeing higher pay for farmers and being the country’s first 100% solar powered roastery. Visit https://wonderstate.com for more information.",November 2013,Medium-Light,Wonderstate Coffee,"Driftless, Wisconsin",https://www.coffeereview.com/review/organic-ethiopian-natural-process/
Sidamo Natural Micro-Lot Reserve,92,,8,8,8,9,,59/82,"Lightly tart, juicy, citrusy. Tangerine, green grape, honeysuckle, sweet chocolate in aroma and cup. Richly bright but balanced acidity; light, velvety mouthfeel. Some citrus, flowers and chocolate carry into a balanced finish.",,"Sidamo (also Sidama) growing region, southern Ethiopia.",$12.00/8 ounces,"This coffee is a dry-processed or ""natural"" coffee, meaning the beans were dried inside the fruit rather than after the fruit has been removed, as is the case with wet-processed or ""washed"" coffees. Dragonfly Coffee is a Boulder, Colorado based micro-roaster aiming to produce high-quality coffee and support worthy causes. Visit www.dragonflycoffeeroasters.com or call 303-579-2154 for more information.",November 2013,Medium-Light,Dragonfly Coffee Roasters,"Boulder, Colorado",https://www.coffeereview.com/review/sidamo-natural-micro-lot-reserve/
Yemen Haraaz-Red Marqaha Grade A,89,,7,8,8,8,,50/66,"Pungent, spicy. Cinnamon, sweet spice, roasted cacao nib, a rounding hint of butter in aroma and cup. Rich, balanced acidity; lightly syrupy mouthfeel. Some cinnamon and spice notes carry into a drying finish.",,"Haraz (also spelled Haraaz) growing region, north-central Yemen",NT $1200/8 ounces,"A dry-processed or ""natural"" coffee, meaning the beans were dried inside the fruit rather than after the fruit has been removed, as is the case with wet-processed or ""washed"" coffees. Haraz is a celebrated coffee growing region in north-central Yemen, west of the capital of Sana'a. Although Ethiopia is the botanical home of Coffea arabica, Yemen introduced the beverage to the rest of the world in the 16th and 17th centuries, and Yemeni coffee is still grown from ancient cultivars and sun-dried, usually on the roofs of stone houses. This particular Yemen is the result of a program aimed at improving the quality of this legendary coffee by drying on raised tables and processing only ripe fruit. CaféTaster is an aficionado nano-roaster of the style increasingly characteristic of East Asia countries like Taiwan and Korea, roasting very high-end coffees in very small volumes for a tiny clientele of passionate coffee enthusiasts, in the process selling coffee education as much as coffee itself. For more information, visit www.facebook.com/cafetaster or email roaster Jerry Huang at [email protected]",November 2013,Medium,CafeTaster,"I-Lan City, Taiwan",https://www.coffeereview.com/review/yemen-haraaz-red-marqaha-grade-a/
Kenya AA Gakuyuni,93,,8,9,8,9,,53/67,"Rich, complex, gently tart. Red grape, black currant, dark chocolate and a hint of deeply expressed flowers in aroma and cup. Round, resonant acidity; lightly syrupy mouthfeel. Flavor consolidates but persists in a crisp finish. ",,Central Kenya.,$15.95/12 ounces,"Despite grower discontent and urban encroachment on prime coffee lands, Kenya continues to produce some of the world's most elegant and distinctive coffees. AA is the highest grade of Kenya coffee based on size of bean and freedom from physical imperfections. Atomic Café is a retail and wholesale coffee roaster on the North Shore of Massachusetts with locations in Beverly and Marblehead, Massachusetts. Visit www.atomicafe.com or call 978-910-0489 for more information.",November 2013,Medium,Atomic Cafe Coffee Roasters,"Salem, Massachusetts",https://www.coffeereview.com/review/kenya-aa-gakuyuni/
Single Origin Arabica Espresso,90,,7,8,8,9,8,40/45,"Evaluated as espresso. Sweetly pungent. Fresh-cut cedar, roasted cacao nib, orange zest, rich prune in aroma and, more pronounced, in the small cup. Crisp but rather heavy mouthfeel; flavor consolidates though persists in the finish. Quietly but resonantly pungent in three parts milk.",,"Chiang Rai, northern Thailand.",THB $600/1 kilogram,"CoffeeIndy is a coffee roaster and retailer located in Bangkok, Thailand, specializing in flavored, milk-based beverages. Visit www.coffeeindy.com or call +66-891-422-028 for more information.",November 2013,Medium-Dark,CoffeeIndy.com,"Chiang Rai, Thailand",https://www.coffeereview.com/review/single-origin-arabica-espresso/
Mocha Java Medium Roast,88,,7,8,8,8,,39/46,"Strong in character, roasty, savory-sweet. Dark chocolate, cedar, sweet herb, a hint of tart, cranberry-like fruit in aroma and cup. Backgrounded acidity; full, syrupy mouthfeel. Chocolate persists in a sweetly rich though drying finish.",,Not disclosed.,$14.99/16 ounces,"Mocha-Java is the world’s earliest blend. It originally combined the only two coffees available in the world in the 17th century: “Mocha” from Yemen and Java from the Dutch colony in what is now Indonesia. This version reconstructs the sensory style of the blend using a variety of origins. Like all Caribou coffees, this blend is Rainforest Alliance certified, meaning the coffees composing it were produced following sustainable ecological and socio-economic criteria developed by the Sustainable Agricultural Network, a coalition of independent, environment-focused non-governmental organizations. Caribou Coffee is a retail roasting chain based in the upper Middle West whose rather irreverent motto ""Life is short. Stay awake for it"" belies a serious approach to coffee.  Visit www.cariboucoffee.com or call 888-227-4268 for more information.",November 2013,Medium-Dark,Caribou Coffee,"Minneapolis, Minnesota",https://www.coffeereview.com/review/mocha-java-medium-roast/
Daybreak Morning Blend Light Roast,88,,7,8,8,8,,55/63,"Soft, nut-toned. Almond, fresh-cut cedar, ripe orange, a hint of roasted cacao nib in aroma and cup. Round, backgrounded acidity; lightly syrupy mouthfeel. The finish is rather quiet but a hint of cacao-like chocolate persists.",,Not disclosed.,$12.99/16 ounces,"Like all Caribou coffees, this blend is Rainforest Alliance certified, meaning the coffees composing it were produced following sustainable ecological and socio-economic criteria developed by the Sustainable Agricultural Network, a coalition of independent, environment-focused non-governmental organizations. Caribou Coffee is a retail roasting chain based in the upper Middle West whose rather irreverent motto ""Life is short. Stay awake for it"" belies a serious approach to coffee. Visit www.cariboucoffee.com or call 888-227-4268 for more information.",November 2013,Medium,Caribou Coffee,"Minneapolis, Minnesota",https://www.coffeereview.com/review/daybreak-morning-blend-light-roast/
Lakeshore Blend Medium Roast,90,,8,8,7,9,,46/50,"Crisp, gently bright, delicately complex. Flowers, roasted cacao nib, cherry-like fruit, hazelnut in aroma and cup. Softly brisk, lively acidity. Quite light though silky mouthfeel. Sweetness and hints of flavor carry nicely into the short finish, fade in the long, then reassert themselves in the very long.",,Not disclosed.,$14.99/16 ounces,"Like all Caribou coffees, this blend is Rainforest Alliance certified, meaning the coffees composing it were produced following sustainable ecological and socio-economic criteria developed by the Sustainable Agricultural Network, a coalition of independent, environment-focused non-governmental organizations. Caribou Coffee is a retail roasting chain based in the upper Middle West whose rather irreverent motto ""Life is short. Stay awake for it"" belies a serious approach to coffee.  Visit www.cariboucoffee.com or call 888-227-4268 for more information.",November 2013,Medium-Dark,Caribou Coffee,"Minneapolis, Minnesota",https://www.coffeereview.com/review/lakeshore-blend-medium-roast/
Lennette Kenya,94,,9,9,8,9,,56/68,"Juicy, sweetly bright. Blood orange, lily-like flowers, dark chocolate, minty black currant in aroma and cup. Crisply sweet, perfectly balanced acidity; silky, lively mouthfeel. Hints of mint, orange and flowers carry into a richly drying finish. ",,"Nyeri growing region, south-central Kenya.",$17.99,"This exceptional coffee was selected as the #22 coffee in the Coffee Review Top 30 Coffees of 2013. Produced entirely from the admired Kenya heirloom variety SL28. Despite grower discontent and urban encroachment on prime coffee lands, Kenya continues to produce some of the world's most elegant and distinctive coffees. Based in the San Diego area, Bird Rock Coffee Roasters is a retailer and wholesaler focused on organic and socially responsible coffees; it was awarded the “2012 Roaster of the Year” title from Roast Magazine. Visit www.birdrockcoffee.com or call 858-551-1707 for more information.",November 2013,Medium-Light,Bird Rock Coffee Roasters,"La Jolla, California",https://www.coffeereview.com/review/lennette-kenya/
Tanzania Songea Peaberry,92,,8,9,8,9,,52/81,"Engaging, complex, sweetly tart. Honey, roasted cacao nib, tart kumquat, lavender-like flowers in aroma and cup. Softly rich acidity; lightly syrupy mouthfeel. Citrus and cacao in particular carry into a bittersweet, flavor-saturated finish.",,"Ruvuma growing region, southwestern Tanzania.",NT $500/16 ounces,"Produced by small-holding growers near Lake Nyasa. This sample consists entirely of peaberries, a kind of bean that results when the coffee fruit develops only a single, oval bean rather than the usual pair of flat-sided beans. Peaberries produce a somewhat different (often better) cup than normal beans from the same crop, from which they may or may not be separated during grading. Kakalove Café is a nano-roaster located the small city of Chia-Yi in Taiwan that strives to procure and roast the best quality coffee. Visit www.kakalovecafe.com.tw or email [email protected] for more information.",November 2013,Medium-Light,Kakalove Cafe,"Chia-Yi, Taiwan",https://www.coffeereview.com/review/tanzania-songea-peaberry/
Kagomoini Kenya,92,,8,8,9,9,,55/74,"Richly pungent, cleanly fruit-toned. Ripe orange, apricot, fresh-cut fir, a hint of almond in aroma and cup. Tartly juicy acidity; impressively full, syrupy mouthfeel. Flavor consolidates in a sweet but gently drying finish.",,"Nyeri growing region, south-central Kenya.",$31.50/12 ounces,"From trees of the much-admired SL28 and SL34 varieties of Arabica. Despite grower discontent and urban encroachment on prime coffee lands, Kenya continues to produce some of the world's most elegant and distinctive coffees. Blueprint Coffee is a one-location roastery-café in St. Louis, Missouri that aims at producing a small number of flawless and distinctive coffees. Visit www.blueprintcoffee.com or call 888-863-8053 for more information.",November 2013,Medium-Light,Blueprint Coffee,"St. Louis, Missouri",https://www.coffeereview.com/review/kagomoini-kenya/
